name,slug,voivodeship,teryt,kind
Toruń (1),torun-1,kujawsko-pomorskie,0463011,gmina miejska
Torzym - miasto (4),torzym-miasto-4,lubuskie,0807054,miasto w gminie miejsko-wiejskiej
Toszek - miasto (4),toszek-miasto-4,śląskie,2405074,miasto w gminie miejsko-wiejskiej
Trzcianka - miasto (4),trzcianka-miasto-4,wielkopolskie,3002074,miasto w gminie miejsko-wiejskiej
Trzciel - miasto (4),trzciel-miasto-4,lubuskie,0803064,miasto w gminie miejsko-wiejskiej
Trzcińsko-Zdrój - miasto (4),trzcinsko-zdroj-miasto-4,zachodniopomorskie,3206084,miasto w gminie miejsko-wiejskiej
Trzebiatów - miasto (4),trzebiatow-miasto-4,zachodniopomorskie,3205084,miasto w gminie miejsko-wiejskiej
Trzebinia - miasto (4),trzebinia-miasto-4,małopolskie,1203054,miasto w gminie miejsko-wiejskiej
Trzebnica - miasto (4),trzebnica-miasto-4,dolnośląskie,0220034,miasto w gminie miejsko-wiejskiej
Trzemeszno - miasto (4),trzemeszno-miasto-4,wielkopolskie,3003094,miasto w gminie miejsko-wiejskiej
Tuchola - miasto (4),tuchola-miasto-4,kujawsko-pomorskie,0416064,miasto w gminie miejsko-wiejskiej
Tuchów - miasto (4),tuchow-miasto-4,małopolskie,1216104,miasto w gminie miejsko-wiejskiej
Tuczno - miasto (4),tuczno-miasto-4,zachodniopomorskie,3217044,miasto w gminie miejsko-wiejskiej
Tuliszków - miasto (4),tuliszkow-miasto-4,wielkopolskie,3027074,miasto w gminie miejsko-wiejskiej
Turek (1),turek-1,wielkopolskie,3027011,gmina miejska
Turobin - miasto (4),turobin-miasto-4,lubelskie,0602144,miasto w gminie miejsko-wiejskiej
Tuszyn - miasto (4),tuszyn-miasto-4,łódzkie,1006114,miasto w gminie miejsko-wiejskiej
Tułowice - miasto (4),tulowice-miasto-4,opolskie,1609124,miasto w gminie miejsko-wiejskiej
Twardogóra - miasto (4),twardogora-miasto-4,dolnośląskie,0214084,miasto w gminie miejsko-wiejskiej
Tychowo - miasto (4),tychowo-miasto-4,zachodniopomorskie,3201044,miasto w gminie miejsko-wiejskiej
Tychy (1),tychy-1,śląskie,2477011,gmina miejska
Tyczyn - miasto (4),tyczyn-miasto-4,podkarpackie,1816144,miasto w gminie miejsko-wiejskiej
Tykocin - miasto (4),tykocin-miasto-4,podlaskie,2002124,miasto w gminie miejsko-wiejskiej
Tyszowce - miasto (4),tyszowce-miasto-4,lubelskie,0618124,miasto w gminie miejsko-wiejskiej
Tłuszcz - miasto (4),tluszcz-miasto-4,mazowieckie,1434114,miasto w gminie miejsko-wiejskiej
Ujazd - miasto (4),ujazd-miasto-4,łódzkie,1016104,miasto w gminie miejsko-wiejskiej
Ujazd - miasto (4),ujazd-miasto-4-opolskie,opolskie,1611064,miasto w gminie miejsko-wiejskiej
Ujście - miasto (4),ujscie-miasto-4,wielkopolskie,3019074,miasto w gminie miejsko-wiejskiej
Ulanów - miasto (4),ulanow-miasto-4,podkarpackie,1812074,miasto w gminie miejsko-wiejskiej
Uniejów - miasto (4),uniejow-miasto-4,łódzkie,1011044,miasto w gminie miejsko-wiejskiej
Urzędów - miasto (4),urzedow-miasto-4,lubelskie,0607084,miasto w gminie miejsko-wiejskiej
Ustka (1),ustka-1,pomorskie,2212011,gmina miejska
Ustroń (1),ustron-1,śląskie,2403021,gmina miejska
Ustrzyki Dolne - miasto (4),ustrzyki-dolne-miasto-4,podkarpackie,1801084,miasto w gminie miejsko-wiejskiej
Wadowice - miasto (4),wadowice-miasto-4,małopolskie,1218094,miasto w gminie miejsko-wiejskiej
Warka - miasto (4),warka-miasto-4,mazowieckie,1406114,miasto w gminie miejsko-wiejskiej
Warta - miasto (4),warta-miasto-4,łódzkie,1014094,miasto w gminie miejsko-wiejskiej
Wasilków - miasto (4),wasilkow-miasto-4,podlaskie,2002134,miasto w gminie miejsko-wiejskiej
Wałbrzych (1),walbrzych-1,dolnośląskie,0265011,gmina miejska
Wałcz (1),walcz-1,zachodniopomorskie,3217011,gmina miejska
Wejherowo (1),wejherowo-1,pomorskie,2215031,gmina miejska
Wielbark - miasto (4),wielbark-miasto-4,warmińsko-mazurskie,2817084,miasto w gminie miejsko-wiejskiej
Wieleń - miasto (4),wielen-miasto-4,wielkopolskie,3002084,miasto w gminie miejsko-wiejskiej
Wielichowo - miasto (4),wielichowo-miasto-4,wielkopolskie,3005054,miasto w gminie miejsko-wiejskiej
Wieliczka - miasto (4),wieliczka-miasto-4,małopolskie,1219054,miasto w gminie miejsko-wiejskiej
Wieluń - miasto (4),wielun-miasto-4,łódzkie,1017094,miasto w gminie miejsko-wiejskiej
Wieruszów - miasto (4),wieruszow-miasto-4,łódzkie,1018074,miasto w gminie miejsko-wiejskiej
Wilamowice - miasto (4),wilamowice-miasto-4,śląskie,2402094,miasto w gminie miejsko-wiejskiej
Wiskitki - miasto (4),wiskitki-miasto-4,mazowieckie,1438054,miasto w gminie miejsko-wiejskiej
Wisła (1),wisla-1,śląskie,2403031,gmina miejska
Witkowo - miasto (4),witkowo-miasto-4,wielkopolskie,3003104,miasto w gminie miejsko-wiejskiej
Witnica - miasto (4),witnica-miasto-4,lubuskie,0801074,miasto w gminie miejsko-wiejskiej
Wiązów - miasto (4),wiazow-miasto-4,dolnośląskie,0217054,miasto w gminie miejsko-wiejskiej
Więcbork - miasto (4),wiecbork-miasto-4,kujawsko-pomorskie,0413044,miasto w gminie miejsko-wiejskiej
Wiślica - miasto (4),wislica-miasto-4,świętokrzyskie,2601084,miasto w gminie miejsko-wiejskiej
Wleń - miasto (4),wlen-miasto-4,dolnośląskie,0212054,miasto w gminie miejsko-wiejskiej
Wodzisław - miasto (4),wodzislaw-miasto-4,świętokrzyskie,2602094,miasto w gminie miejsko-wiejskiej
Wodzisław Śląski (1),wodzislaw-slaski-1,śląskie,2415041,gmina miejska
Wojcieszów (1),wojcieszow-1,dolnośląskie,0226011,gmina miejska
Wojkowice (1),wojkowice-1,śląskie,2401031,gmina miejska
Wojnicz - miasto (4),wojnicz-miasto-4,małopolskie,1216134,miasto w gminie miejsko-wiejskiej
Wolbrom - miasto (4),wolbrom-miasto-4,małopolskie,1212074,miasto w gminie miejsko-wiejskiej
Wolbórz - miasto (4),wolborz-miasto-4,łódzkie,1010114,miasto w gminie miejsko-wiejskiej
Wolin - miasto (4),wolin-miasto-4,zachodniopomorskie,3207064,miasto w gminie miejsko-wiejskiej
Wolsztyn - miasto (4),wolsztyn-miasto-4,wielkopolskie,3029034,miasto w gminie miejsko-wiejskiej
Wołczyn - miasto (4),wolczyn-miasto-4,opolskie,1604044,miasto w gminie miejsko-wiejskiej
Wołomin - miasto (4),wolomin-miasto-4,mazowieckie,1434124,miasto w gminie miejsko-wiejskiej
Wołów - miasto (4),wolow-miasto-4,dolnośląskie,0222034,miasto w gminie miejsko-wiejskiej
Woźniki - miasto (4),wozniki-miasto-4,śląskie,2407084,miasto w gminie miejsko-wiejskiej
Wrocław (1),wroclaw-1,dolnośląskie,0264011,gmina miejska
Wronki - miasto (4),wronki-miasto-4,wielkopolskie,3024084,miasto w gminie miejsko-wiejskiej
Września - miasto (4),wrzesnia-miasto-4,wielkopolskie,3030054,miasto w gminie miejsko-wiejskiej
Wschowa - miasto (4),wschowa-miasto-4,lubuskie,0812034,miasto w gminie miejsko-wiejskiej
Wyrzysk - miasto (4),wyrzysk-miasto-4,wielkopolskie,3019084,miasto w gminie miejsko-wiejskiej
Wysoka - miasto (4),wysoka-miasto-4,wielkopolskie,3019094,miasto w gminie miejsko-wiejskiej
Wysokie Mazowieckie (1),wysokie-mazowieckie-1,podlaskie,2013011,gmina miejska
Wyszków - miasto (4),wyszkow-miasto-4,mazowieckie,1435054,miasto w gminie miejsko-wiejskiej
Wyszogród - miasto (4),wyszogrod-miasto-4,mazowieckie,1419154,miasto w gminie miejsko-wiejskiej
Wyśmierzyce - miasto (4),wysmierzyce-miasto-4,mazowieckie,1401064,miasto w gminie miejsko-wiejskiej
Wąbrzeźno (1),wabrzezno-1,kujawsko-pomorskie,0417011,gmina miejska
Wąchock - miasto (4),wachock-miasto-4,świętokrzyskie,2611054,miasto w gminie miejsko-wiejskiej
Wągrowiec (1),wagrowiec-1,wielkopolskie,3028011,gmina miejska
Wąsosz - miasto (4),wasosz-miasto-4,dolnośląskie,0204044,miasto w gminie miejsko-wiejskiej
Wąwolnica - miasto (4),wawolnica-miasto-4,lubelskie,0614104,miasto w gminie miejsko-wiejskiej
Węgliniec - miasto (4),wegliniec-miasto-4,dolnośląskie,0225064,miasto w gminie miejsko-wiejskiej
Węgorzewo - miasto (4),wegorzewo-miasto-4,warmińsko-mazurskie,2819034,miasto w gminie miejsko-wiejskiej
Węgorzyno - miasto (4),wegorzyno-miasto-4,zachodniopomorskie,3218054,miasto w gminie miejsko-wiejskiej
Węgrów (1),wegrow-1,mazowieckie,1433011,gmina miejska
Władysławowo - miasto (4),wladyslawowo-miasto-4,pomorskie,2211044,miasto w gminie miejsko-wiejskiej
Włocławek (1),wloclawek-1,kujawsko-pomorskie,0464011,gmina miejska
Włodawa (1),wlodawa-1,lubelskie,0619011,gmina miejska
Włodowice - miasto (4),wlodowice-miasto-4,śląskie,2416094,miasto w gminie miejsko-wiejskiej
Włoszczowa - miasto (4),wloszczowa-miasto-4,świętokrzyskie,2613064,miasto w gminie miejsko-wiejskiej
Zabrze (1),zabrze-1,śląskie,2478011,gmina miejska
Zabłudów - miasto (4),zabludow-miasto-4,podlaskie,2002144,miasto w gminie miejsko-wiejskiej
Zagórz - miasto (4),zagorz-miasto-4,podkarpackie,1817074,miasto w gminie miejsko-wiejskiej
Zagórów - miasto (4),zagorow-miasto-4,wielkopolskie,3023084,miasto w gminie miejsko-wiejskiej
Zakliczyn - miasto (4),zakliczyn-miasto-4,małopolskie,1216144,miasto w gminie miejsko-wiejskiej
Zaklików - miasto (4),zaklikow-miasto-4,podkarpackie,1818054,miasto w gminie miejsko-wiejskiej
Zakopane (1),zakopane-1,małopolskie,1217011,gmina miejska
Zakroczym - miasto (4),zakroczym-miasto-4,mazowieckie,1414064,miasto w gminie miejsko-wiejskiej
Zalewo - miasto (4),zalewo-miasto-4,warmińsko-mazurskie,2807074,miasto w gminie miejsko-wiejskiej
Zambrów (1),zambrow-1,podlaskie,2014011,gmina miejska
Zamość (1),zamosc-1,lubelskie,0664011,gmina miejska
Zaniemyśl - miasto (4),zaniemysl-miasto-4,wielkopolskie,3025054,miasto w gminie miejsko-wiejskiej
Zator - miasto (4),zator-miasto-4,małopolskie,1213094,miasto w gminie miejsko-wiejskiej
Zawadzkie - miasto (4),zawadzkie-miasto-4,opolskie,1611074,miasto w gminie miejsko-wiejskiej
Zawichost - miasto (4),zawichost-miasto-4,świętokrzyskie,2609094,miasto w gminie miejsko-wiejskiej
Zawidów (1),zawidow-1,dolnośląskie,0225011,gmina miejska
Zawiercie (1),zawiercie-1,śląskie,2416021,gmina miejska
Zbąszynek - miasto (4),zbaszynek-miasto-4,lubuskie,0808064,miasto w gminie miejsko-wiejskiej
Zbąszyń - miasto (4),zbaszyn-miasto-4,wielkopolskie,3015064,miasto w gminie miejsko-wiejskiej
Zduny - miasto (4),zduny-miasto-4,wielkopolskie,3012064,miasto w gminie miejsko-wiejskiej
Zduńska Wola (1),zdunska-wola-1,łódzkie,1019011,gmina miejska
Zdzieszowice - miasto (4),zdzieszowice-miasto-4,opolskie,1605054,miasto w gminie miejsko-wiejskiej
Zelów - miasto (4),zelow-miasto-4,łódzkie,1001084,miasto w gminie miejsko-wiejskiej
Zgierz (1),zgierz-1,łódzkie,1020031,gmina miejska
Zgorzelec (1),zgorzelec-1,dolnośląskie,0225021,gmina miejska
Zielona Góra (1),zielona-gora-1,lubuskie,0862011,gmina miejska
Zielonka (1),zielonka-1,mazowieckie,1434041,gmina miejska
Ziębice - miasto (4),ziebice-miasto-4,dolnośląskie,0224064,miasto w gminie miejsko-wiejskiej
Zwierzyniec - miasto (4),zwierzyniec-miasto-4,lubelskie,0620154,miasto w gminie miejsko-wiejskiej
Zwoleń - miasto (4),zwolen-miasto-4,mazowieckie,1436054,miasto w gminie miejsko-wiejskiej
Ząbki (1),zabki-1,mazowieckie,1434031,gmina miejska
Ząbkowice Śląskie - miasto (4),zabkowice-slaskie-miasto-4,dolnośląskie,0224054,miasto w gminie miejsko-wiejskiej
Złocieniec - miasto (4),zlocieniec-miasto-4,zachodniopomorskie,3203064,miasto w gminie miejsko-wiejskiej
Złoczew - miasto (4),zloczew-miasto-4,łódzkie,1014114,miasto w gminie miejsko-wiejskiej
Złotoryja (1),zlotoryja-1,dolnośląskie,0226021,gmina miejska
Złoty Stok - miasto (4),zloty-stok-miasto-4,dolnośląskie,0224074,miasto w gminie miejsko-wiejskiej
Złotów (1),zlotow-1,wielkopolskie,3031011,gmina miejska
Ćmielów - miasto (4),cmielow-miasto-4,świętokrzyskie,2607044,miasto w gminie miejsko-wiejskiej
Łabiszyn - miasto (4),labiszyn-miasto-4,kujawsko-pomorskie,0419044,miasto w gminie miejsko-wiejskiej
Łagów - miasto (4),lagow-miasto-4,świętokrzyskie,2604074,miasto w gminie miejsko-wiejskiej
Łapy - miasto (4),lapy-miasto-4,podlaskie,2002064,miasto w gminie miejsko-wiejskiej
Łasin - miasto (4),lasin-miasto-4,kujawsko-pomorskie,0406034,miasto w gminie miejsko-wiejskiej
Łask - miasto (4),lask-miasto-4,łódzkie,1003024,miasto w gminie miejsko-wiejskiej
Łaskarzew (1),laskarzew-1,mazowieckie,1403021,gmina miejska
Łaszczów - miasto (4),laszczow-miasto-4,lubelskie,0618064,miasto w gminie miejsko-wiejskiej
Łaziska Górne (1),laziska-gorne-1,śląskie,2408011,gmina miejska
Łazy - miasto (4),lazy-miasto-4,śląskie,2416054,miasto w gminie miejsko-wiejskiej
Łańcut (1),lancut-1,podkarpackie,1810011,gmina miejska
Łeba (1),leba-1,pomorskie,2208021,gmina miejska
Łobez - miasto (4),lobez-miasto-4,zachodniopomorskie,3218024,miasto w gminie miejsko-wiejskiej
Łobżenica - miasto (4),lobzenica-miasto-4,wielkopolskie,3019044,miasto w gminie miejsko-wiejskiej
Łochów - miasto (4),lochow-miasto-4,mazowieckie,1433054,miasto w gminie miejsko-wiejskiej
Łomianki - miasto (4),lomianki-miasto-4,mazowieckie,1432054,miasto w gminie miejsko-wiejskiej
Łomża (1),lomza-1,podlaskie,2062011,gmina miejska
Łopuszno - miasto (4),lopuszno-miasto-4,świętokrzyskie,2604084,miasto w gminie miejsko-wiejskiej
Łosice - miasto (4),losice-miasto-4,mazowieckie,1410024,miasto w gminie miejsko-wiejskiej
Łowicz (1),lowicz-1,łódzkie,1005011,gmina miejska
Łuków (1),lukow-1,lubelskie,0611011,gmina miejska
Łódź (1),lodz-1,łódzkie,1061011,gmina miejska
Łęczna - miasto (4),leczna-miasto-4,lubelskie,0610034,miasto w gminie miejsko-wiejskiej
Łęczyca (1),leczyca-1,łódzkie,1004011,gmina miejska
Łęknica (1),leknica-1,lubuskie,0811011,gmina miejska
Ścinawa - miasto (4),scinawa-miasto-4,dolnośląskie,0211044,miasto w gminie miejsko-wiejskiej
Ślesin - miasto (4),slesin-miasto-4,wielkopolskie,3010124,miasto w gminie miejsko-wiejskiej
Śmigiel - miasto (4),smigiel-miasto-4,wielkopolskie,3011054,miasto w gminie miejsko-wiejskiej
Śrem - miasto (4),srem-miasto-4,wielkopolskie,3026044,miasto w gminie miejsko-wiejskiej
Środa Wielkopolska - miasto (4),sroda-wielkopolska-miasto-4,wielkopolskie,3025044,miasto w gminie miejsko-wiejskiej
Środa Śląska - miasto (4),sroda-slaska-miasto-4,dolnośląskie,0218044,miasto w gminie miejsko-wiejskiej
Świdnica (1),swidnica-1,dolnośląskie,0219011,gmina miejska
Świdnik (1),swidnik-1,lubelskie,0617011,gmina miejska
Świdwin (1),swidwin-1,zachodniopomorskie,3216011,gmina miejska
Świebodzice (1),swiebodzice-1,dolnośląskie,0219021,gmina miejska
Świebodzin - miasto (4),swiebodzin-miasto-4,lubuskie,0808054,miasto w gminie miejsko-wiejskiej
Świecie - miasto (4),swiecie-miasto-4,kujawsko-pomorskie,0414094,miasto w gminie miejsko-wiejskiej
Świeradów-Zdrój (1),swieradow-zdroj-1,dolnośląskie,0210021,gmina miejska
Świerzawa - miasto (4),swierzawa-miasto-4,dolnośląskie,0226044,miasto w gminie miejsko-wiejskiej
Świnoujście (1),swinoujscie-1,zachodniopomorskie,3263011,gmina miejska
Świątniki Górne - miasto (4),swiatniki-gorne-miasto-4,małopolskie,1206144,miasto w gminie miejsko-wiejskiej
Świętochłowice (1),swietochlowice-1,śląskie,2476011,gmina miejska
Żabno - miasto (4),zabno-miasto-4,małopolskie,1216154,miasto w gminie miejsko-wiejskiej
Żagań (1),zagan-1,lubuskie,0810021,gmina miejska
Żarki - miasto (4),zarki-miasto-4,śląskie,2409054,miasto w gminie miejsko-wiejskiej
Żarnów - miasto (4),zarnow-miasto-4,łódzkie,1007084,miasto w gminie miejsko-wiejskiej
Żary (1),zary-1,lubuskie,0811021,gmina miejska
Żarów - miasto (4),zarow-miasto-4,dolnośląskie,0219084,miasto w gminie miejsko-wiejskiej
Żelechów - miasto (4),zelechow-miasto-4,mazowieckie,1403144,miasto w gminie miejsko-wiejskiej
Żerków - miasto (4),zerkow-miasto-4,wielkopolskie,3006044,miasto w gminie miejsko-wiejskiej
Żmigród - miasto (4),zmigrod-miasto-4,dolnośląskie,0220064,miasto w gminie miejsko-wiejskiej
Żnin - miasto (4),znin-miasto-4,kujawsko-pomorskie,0419064,miasto w gminie miejsko-wiejskiej
Żory (1),zory-1,śląskie,2479011,gmina miejska
Żukowo - miasto (4),zukowo-miasto-4,pomorskie,2205084,miasto w gminie miejsko-wiejskiej
Żuromin - miasto (4),zuromin-miasto-4,mazowieckie,1437064,miasto w gminie miejsko-wiejskiej
Żychlin - miasto (4),zychlin-miasto-4,łódzkie,1002114,miasto w gminie miejsko-wiejskiej
Żyrardów (1),zyrardow-1,mazowieckie,1438011,gmina miejska
Żywiec (1),zywiec-1,śląskie,2417011,gmina miejska
